id	Sex	Length	Diameter	Height	Whole weight	Shucked weight	Viscera weight	Shell weight	Rings
777	F	0.525	0.425	0.16	0.8355	0.3545	0.2135	0.245	9
780	I	0.59	0.46	0.125	0.755	0.33399999999999996	0.15	0.23800000000000002	9
782	F	0.57	0.465	0.18	0.9995	0.405	0.27699999999999997	0.295	16
785	M	0.555	0.45	0.175	0.8740000000000001	0.3275	0.20199999999999999	0.305	10
786	I	0.55	0.415	0.145	0.7815	0.373	0.16	0.2215	8
787	F	0.59	0.44	0.14	1.0070000000000001	0.4775	0.2105	0.2925	9
790	F	0.505	0.39	0.12	0.5725	0.2555	0.1325	0.146	8
792	F	0.645	0.5	0.15	1.159	0.4675	0.3355	0.31	9
797	F	0.64	0.5	0.17	1.2645	0.565	0.3375	0.315	9
798	F	0.575	0.435	0.155	0.8975	0.4115	0.2325	0.23	9
800	I	0.36	0.27	0.085	0.2185	0.1065	0.038	0.062	6
801	I	0.27	0.195	0.06	0.073	0.0285	0.0235	0.03	5
802	I	0.535	0.39	0.125	0.599	0.2595	0.149	0.16899999999999998	9
804	M	0.375	0.285	0.095	0.253	0.096	0.0575	0.0925	9
807	I	0.43	0.335	0.105	0.37799999999999995	0.188	0.0785	0.09	6
808	M	0.61	0.475	0.165	1.1159999999999999	0.428	0.2205	0.315	15
809	M	0.6	0.48	0.175	1.229	0.4125	0.2735	0.415	13
810	F	0.575	0.46	0.19	0.9940000000000001	0.392	0.2425	0.34	13
811	F	0.4	0.3	0.115	0.3025	0.1335	0.0465	0.0935	8
814	M	0.685	0.52	0.15	1.3735	0.7185	0.293	0.32	11
815	M	0.625	0.48	0.185	1.2065	0.5870000000000001	0.29	0.28600000000000003	8
816	M	0.63	0.485	0.145	1.062	0.5065	0.1785	0.3365	12
818	M	0.69	0.55	0.18	1.6915	0.6655	0.402	0.5	11
821	M	0.56	0.445	0.16	0.8965	0.42	0.2175	0.2215	8
822	I	0.41	0.305	0.1	0.2645	0.1	0.0655	0.085	7
823	M	0.495	0.375	0.115	0.6245	0.282	0.14300000000000002	0.155	6
824	M	0.6	0.47	0.15	0.9279999999999999	0.4225	0.183	0.275	8
827	M	0.56	0.45	0.16	0.922	0.43200000000000005	0.17800000000000002	0.26	15
828	M	0.635	0.51	0.17	1.3555	0.619	0.305	0.39	9
830	M	0.67	0.525	0.195	1.4405	0.6595	0.2675	0.425	9
833	I	0.28	0.21	0.085	0.1075	0.0415	0.024	0.034	5
834	M	0.57	0.42	0.155	1.008	0.377	0.193	0.34	13
837	M	0.575	0.445	0.145	0.847	0.415	0.1945	0.22	9
839	F	0.635	0.5	0.18	1.3119999999999998	0.529	0.2485	0.485	18
843	M	0.525	0.435	0.155	1.065	0.486	0.233	0.285	8
844	I	0.58	0.49	0.195	1.3165	0.5305	0.254	0.41	18
845	I	0.555	0.43	0.155	0.7395	0.3135	0.1435	0.28	10
848	M	0.715	0.545	0.18	1.7405	0.871	0.34700000000000003	0.449	10
851	M	0.61	0.46	0.16	1.0	0.494	0.19699999999999998	0.275	10
853	I	0.45	0.345	0.11	0.47	0.2355	0.0855	0.1135	7
854	M	0.57	0.405	0.16	0.9245	0.3445	0.2185	0.295	19
857	M	0.52	0.415	0.175	0.753	0.258	0.171	0.255	8
858	M	0.515	0.405	0.13	0.722	0.32	0.131	0.21	10
859	M	0.62	0.48	0.16	1.0765	0.41200000000000003	0.253	0.3	13
860	I	0.49	0.38	0.12	0.529	0.2165	0.139	0.155	11
863	I	0.165	0.11	0.02	0.019	0.0065	0.0025	0.005	4
865	M	0.335	0.25	0.09	0.18100000000000002	0.0755	0.0415	0.06	7
869	F	0.695	0.53	0.2	2.0475	0.75	0.4195	0.6095	14
870	F	0.57	0.44	0.12	0.8029999999999999	0.382	0.1525	0.23399999999999999	9
872	I	0.275	0.175	0.09	0.2315	0.096	0.057	0.0705	5
873	M	0.71	0.565	0.205	2.198	1.012	0.5225	0.5475	11
875	M	0.675	0.54	0.175	1.5545	0.6645	0.278	0.512	12
876	I	0.275	0.22	0.08	0.1365	0.0565	0.0285	0.042	6
877	F	0.615	0.475	0.165	1.023	0.4905	0.1955	0.3035	12
881	M	0.65	0.485	0.16	1.7395	0.5715	0.2785	0.3075	10
884	M	0.63	0.485	0.165	1.2329999999999999	0.6565	0.2315	0.3035	10
885	F	0.69	0.54	0.195	1.2525	0.73	0.3975	0.462	12
887	F	0.48	0.365	0.135	0.6395	0.2945	0.113	0.175	8
889	M	0.585	0.465	0.15	0.98	0.4315	0.2545	0.247	9
892	F	0.575	0.435	0.15	1.0305	0.4605	0.218	0.36	8
893	F	0.405	0.325	0.11	0.3575	0.145	0.0725	0.11	12
894	F	0.7	0.54	0.215	1.9780000000000002	0.6675	0.3125	0.71	24
901	I	0.505	0.405	0.13	0.599	0.2245	0.1175	0.225	11
902	I	0.3	0.22	0.065	0.1195	0.052000000000000005	0.0155	0.035	5
903	I	0.375	0.275	0.09	0.23800000000000002	0.1075	0.0545	0.07	6
904	I	0.205	0.15	0.055	0.042	0.0255	0.015	0.012	5
907	M	0.465	0.35	0.14	0.5755	0.2015	0.1505	0.19	15
908	F	0.43	0.34	0.12	0.391	0.1555	0.095	0.1405	7
911	F	0.565	0.45	0.195	1.0035	0.406	0.2505	0.285	15
915	M	0.56	0.46	0.235	0.8395	0.3325	0.157	0.305	12
916	M	0.585	0.48	0.185	1.04	0.434	0.265	0.285	10
919	I	0.41	0.31	0.09	0.33899999999999997	0.155	0.0695	0.09	7
920	M	0.6	0.46	0.18	1.14	0.423	0.2575	0.365	10
922	I	0.375	0.275	0.085	0.22	0.109	0.05	0.0605	7
925	F	0.675	0.55	0.19	1.551	0.7105	0.3685	0.41200000000000003	13
926	M	0.715	0.525	0.2	1.89	0.95	0.436	0.4305	10
928	F	0.64	0.51	0.2	1.3905	0.61	0.3315	0.41	12
929	F	0.46	0.35	0.115	0.44	0.19	0.1025	0.13	8
930	I	0.28	0.215	0.08	0.132	0.07200000000000001	0.022000000000000002	0.033	5
931	M	0.515	0.405	0.145	0.695	0.215	0.1635	0.23399999999999999	15
932	F	0.455	0.37	0.105	0.4925	0.21600000000000003	0.1245	0.135	9
941	I	0.42	0.31	0.1	0.2805	0.1125	0.0615	0.0925	8
945	M	0.71	0.56	0.22	2.015	0.9215	0.45399999999999996	0.5660000000000001	11
946	F	0.68	0.55	0.175	1.798	0.815	0.3925	0.455	19
947	F	0.47	0.36	0.145	0.537	0.1725	0.1375	0.195	15
948	M	0.69	0.505	0.2	1.8719999999999999	0.893	0.4015	0.48	10
950	I	0.185	0.375	0.12	0.4645	0.196	0.1045	0.15	6
952	M	0.555	0.435	0.145	0.9685	0.4985	0.168	0.2385	9
956	F	0.58	0.44	0.175	1.073	0.4005	0.2345	0.335	19
957	I	0.56	0.445	0.165	0.8320000000000001	0.3455	0.179	0.27899999999999997	9
959	I	0.27	0.19	0.08	0.081	0.0265	0.0195	0.03	6
960	F	0.645	0.535	0.19	1.2395	0.46799999999999997	0.2385	0.424	10
967	I	0.5	0.38	0.135	0.594	0.2945	0.10400000000000001	0.1565	9
968	M	0.555	0.455	0.135	0.8370000000000001	0.382	0.171	0.235	9
970	M	0.46	0.34	0.135	0.495	0.1655	0.11699999999999999	0.185	10
973	M	0.57	0.43	0.12	1.0615	0.348	0.16699999999999998	0.31	15
974	F	0.625	0.42	0.165	1.0595	0.358	0.165	0.445	21
975	F	0.505	0.39	0.13	0.674	0.3165	0.141	0.1785	9
978	F	0.58	0.445	0.15	0.858	0.4	0.156	0.253	8
986	F	0.36	0.265	0.09	0.2065	0.078	0.057	0.06	8
987	M	0.56	0.425	0.135	0.8490000000000001	0.3265	0.221	0.2645	10
990	M	0.545	0.42	0.145	0.778	0.3745	0.1545	0.205	7
992	F	0.6	0.475	0.17	1.088	0.4905	0.2475	0.31	10
994	M	0.68	0.54	0.155	1.534	0.6709999999999999	0.379	0.384	10
1000	F	0.61	0.47	0.195	1.2735	0.469	0.3315	0.39799999999999996	12
1004	F	0.64	0.5	0.165	1.1635	0.5539999999999999	0.239	0.32	11
1006	M	0.615	0.48	0.185	1.2205	0.4985	0.315	0.33	10
1007	M	0.64	0.525	0.185	1.7069999999999999	0.763	0.4205	0.4435	11
1008	F	0.595	0.465	0.145	1.107	0.402	0.2415	0.31	12
1010	I	0.425	0.31	0.095	0.3075	0.139	0.0745	0.09300000000000001	7
1011	I	0.565	0.44	0.135	0.768	0.3305	0.1385	0.2475	9
1016	I	0.255	0.185	0.06	0.0925	0.039	0.021	0.025	6
1019	I	0.425	0.325	0.1	0.39799999999999996	0.1185	0.0645	0.0945	6
1020	I	0.435	0.325	0.1	0.342	0.1335	0.0835	0.105	6
1022	M	0.575	0.465	0.15	1.08	0.595	0.2065	0.23800000000000002	9
1024	F	0.675	0.51	0.185	1.473	0.6295	0.3025	0.4245	11
1026	I	0.54	0.43	0.17	0.836	0.3725	0.1815	0.24	9
1028	M	0.56	0.455	0.165	0.86	0.4015	0.1695	0.245	11
1029	F	0.635	0.495	0.175	1.2355	0.5205	0.3085	0.34700000000000003	10
1030	I	0.2	0.155	0.04	0.0435	0.0155	0.009000000000000001	0.006999999999999999	4
1031	F	0.49	0.4	0.145	0.6635	0.21	0.1295	0.2515	13
1033	F	0.63	0.475	0.15	1.172	0.536	0.254	0.316	11
1034	I	0.515	0.405	0.13	0.573	0.213	0.134	0.195	9
1035	I	0.335	0.26	0.085	0.192	0.09699999999999999	0.03	0.054000000000000006	6
1039	M	0.46	0.355	0.11	0.415	0.215	0.08199999999999999	0.13	12
1040	F	0.67	0.55	0.155	1.5659999999999998	0.858	0.33899999999999997	0.354	10
1045	F	0.49	0.37	0.115	0.541	0.171	0.1175	0.185	11
1046	F	0.59	0.485	0.205	1.2315	0.4525	0.23800000000000002	0.42	13
1048	M	0.65	0.525	0.185	1.6219999999999999	0.6645	0.3225	0.47700000000000004	10
1050	M	0.72	0.58	0.19	2.0885	0.9955	0.478	0.5305	13
1053	F	0.6	0.46	0.15	1.235	0.6025	0.27399999999999997	0.29	8
1054	M	0.505	0.365	0.115	0.521	0.25	0.096	0.15	8
1057	I	0.475	0.35	0.115	0.498	0.2375	0.099	0.14	7
1060	I	0.315	0.21	0.06	0.125	0.06	0.0375	0.035	5
1064	M	0.625	0.455	0.17	1.082	0.4955	0.2345	0.315	9
1066	I	0.635	0.505	0.19	1.3315	0.5805	0.252	0.435	17
1067	I	0.28	0.22	0.08	0.1315	0.066	0.024	0.03	5
1071	F	0.72	0.575	0.195	2.1505	1.0745	0.382	0.585	10
1072	I	0.14	0.105	0.035	0.0145	0.005	0.0035	0.005	4
1075	I	0.52	0.41	0.12	0.595	0.2385	0.111	0.19	8
1076	M	0.375	0.29	0.1	0.276	0.1175	0.0565	0.085	9
1080	M	0.635	0.5	0.165	1.273	0.6535	0.213	0.365	12
1085	F	0.565	0.455	0.175	1.013	0.342	0.207	0.35	19
1088	M	0.44	0.335	0.11	0.39399999999999996	0.157	0.096	0.122	9
1089	F	0.495	0.4	0.155	0.6445	0.242	0.1325	0.205	17
1090	F	0.52	0.405	0.14	0.8175	0.2795	0.183	0.26	17
1092	I	0.325	0.24	0.075	0.1525	0.07200000000000001	0.0645	0.043	6
1096	I	0.52	0.395	0.125	0.5805	0.2445	0.146	0.165	9
1097	I	0.42	0.305	0.11	0.28	0.094	0.0785	0.0955	9
1102	I	0.415	0.315	0.1	0.3645	0.1765	0.0795	0.095	8
1103	M	0.62	0.48	0.15	1.1015	0.4965	0.243	0.305	10
1104	I	0.605	0.495	0.145	1.054	0.369	0.2255	0.36	12
1105	I	0.31	0.225	0.07	0.1055	0.435	0.015	0.04	5
1107	F	0.665	0.555	0.195	1.4385	0.581	0.354	0.36	17
1111	F	0.45	0.355	0.105	0.5225	0.237	0.1165	0.145	8
1112	I	0.495	0.385	0.125	0.5125	0.2075	0.1155	0.172	10
1113	M	0.565	0.43	0.13	0.784	0.3495	0.1885	0.213	9
1121	F	0.555	0.425	0.14	0.963	0.44	0.22399999999999998	0.24	7
1123	M	0.695	0.55	0.215	1.9565	0.7125	0.541	0.59	14
1124	I	0.37	0.28	0.085	0.198	0.0805	0.0455	0.057999999999999996	5
1125	M	0.72	0.55	0.205	2.125	1.1455	0.4425	0.511	13
1126	F	0.525	0.44	0.15	0.8425	0.3685	0.1985	0.24	12
1130	M	0.64	0.495	0.17	1.139	0.5395	0.282	0.285	10
1131	I	0.37	0.275	0.08	0.2325	0.09300000000000001	0.055999999999999994	0.07200000000000001	6
1132	I	0.605	0.49	0.165	1.071	0.48200000000000004	0.1935	0.35200000000000004	10
1133	M	0.33	0.215	0.075	0.1145	0.045	0.0265	0.035	6
1134	I	0.475	0.355	0.135	0.4775	0.2145	0.09	0.1435	8
1135	M	0.67	0.545	0.2	1.7025	0.833	0.374	0.41	11
1141	M	0.685	0.53	0.17	1.56	0.647	0.38299999999999995	0.465	11
1142	I	0.615	0.49	0.155	0.9885	0.4145	0.195	0.345	13
1143	F	0.49	0.365	0.145	0.6345	0.1995	0.1625	0.22	10
1144	I	0.55	0.42	0.155	0.912	0.495	0.1805	0.205	9
1145	I	0.425	0.325	0.11	0.405	0.1695	0.092	0.1065	8
1146	I	0.23	0.175	0.065	0.0645	0.026000000000000002	0.0105	0.02	5
1149	F	0.565	0.46	0.15	0.8765	0.3455	0.1925	0.275	10
1152	M	0.65	0.52	0.19	1.3445	0.519	0.306	0.4465	16
1153	I	0.535	0.4	0.135	0.6025	0.2895	0.121	0.154	9
1154	F	0.645	0.52	0.175	1.3345	0.667	0.2665	0.355	10
1155	F	0.705	0.55	0.2	1.7095	0.633	0.4115	0.49	13
1156	F	0.525	0.405	0.16	0.6579999999999999	0.2655	0.1125	0.225	12
1159	I	0.44	0.35	0.12	0.375	0.1425	0.0965	0.115	9
1162	I	0.62	0.48	0.18	1.1305	0.5285	0.2655	0.306	12
1163	I	0.345	0.275	0.095	0.1995	0.0755	0.0535	0.07	6
1164	M	0.345	0.27	0.095	0.19699999999999998	0.0665	0.05	0.07	9
1165	M	0.685	0.51	0.18	1.4545	0.6315	0.3105	0.3725	9
1166	F	0.435	0.35	0.105	0.4195	0.19399999999999998	0.1005	0.13	7
1167	F	0.68	0.52	0.185	1.494	0.615	0.3935	0.406	11
1169	I	0.48	0.35	0.105	0.635	0.35200000000000004	0.127	0.135	6
1172	F	0.635	0.5	0.19	1.29	0.593	0.3045	0.35200000000000004	8
1175	M	0.505	0.385	0.15	0.6415	0.24600000000000002	0.152	0.215	12
1176	I	0.44	0.34	0.125	0.4895	0.1735	0.0875	0.2	13
1177	F	0.565	0.505	0.21	1.2765	0.501	0.27899999999999997	0.355	12
1178	I	0.255	0.19	0.075	0.0865	0.0345	0.0205	0.025	5
1179	M	0.66	0.53	0.175	1.5830000000000002	0.7395	0.3505	0.405	10
1181	M	0.495	0.395	0.12	0.5529999999999999	0.22399999999999998	0.1375	0.16699999999999998	8
1186	I	0.45	0.355	0.115	0.4385	0.184	0.10800000000000001	0.1125	11
1188	F	0.585	0.455	0.17	0.9945	0.4255	0.263	0.2845	11
1189	I	0.525	0.4	0.14	0.6955	0.2405	0.16	0.253	10
1192	F	0.66	0.53	0.17	1.3259999999999998	0.519	0.2625	0.44	13
1193	I	0.545	0.405	0.13	0.6579999999999999	0.327	0.1445	0.174	8
1194	M	0.575	0.445	0.16	0.8390000000000001	0.4005	0.198	0.239	9
1198	M	0.64	0.515	0.08	1.042	0.515	0.1755	0.175	10
1200	F	0.56	0.44	0.135	0.8025	0.35	0.1615	0.259	9
1201	I	0.455	0.35	0.13	0.4725	0.215	0.0745	0.15	9
1202	F	0.69	0.58	0.195	1.6580000000000001	0.708	0.3615	0.4715	10
1204	F	0.68	0.58	0.2	1.787	0.585	0.45299999999999996	0.6	19
1205	M	0.595	0.47	0.145	0.991	0.4035	0.1505	0.34	16
1206	I	0.54	0.425	0.13	0.8155	0.3675	0.1365	0.24600000000000002	11
1207	F	0.655	0.455	0.17	1.275	0.583	0.303	0.33299999999999996	8
1208	F	0.52	0.41	0.16	0.7120000000000001	0.2845	0.153	0.225	10
1209	F	0.55	0.415	0.135	0.775	0.302	0.179	0.26	23
1211	F	0.655	0.505	0.165	1.367	0.5835	0.3515	0.396	10
1214	M	0.64	0.505	0.165	1.4435	0.6145	0.3035	0.39	18
1215	M	0.48	0.37	0.1	0.5135	0.243	0.1015	0.135	8
1216	M	0.51	0.4	0.14	0.6515	0.2455	0.1665	0.185	10
1218	M	0.69	0.515	0.18	1.8445	0.9815	0.4655	0.341	13
1219	I	0.39	0.28	0.09	0.215	0.0845	0.034	0.079	8
1221	I	0.475	0.375	0.115	0.5205	0.233	0.11900000000000001	0.1455	7
1226	I	0.42	0.325	0.1	0.368	0.1675	0.0625	0.1135	11
1227	M	0.665	0.5	0.175	1.2975	0.6075	0.314	0.315	9
1228	M	0.495	0.4	0.12	0.6605	0.2605	0.161	0.19	15
1229	M	0.515	0.405	0.14	0.8505	0.312	0.146	0.315	17
1233	I	0.445	0.345	0.105	0.409	0.1675	0.1015	0.11699999999999999	7
1234	M	0.575	0.455	0.165	0.867	0.3765	0.1805	0.268	8
1241	I	0.36	0.265	0.085	0.1865	0.0675	0.037000000000000005	0.0615	7
1243	M	0.385	0.3	0.095	0.24	0.0885	0.059000000000000004	0.085	9
1247	F	0.53	0.395	0.115	0.5685	0.249	0.1375	0.161	9
1249	M	0.635	0.525	0.16	1.195	0.5435	0.24600000000000002	0.335	12
1250	M	0.46	0.375	0.13	0.5735	0.2505	0.11900000000000001	0.195	9
1251	F	0.46	0.375	0.12	0.4605	0.1775	0.11	0.15	7
1252	F	0.65	0.5	0.16	1.3825	0.7020000000000001	0.304	0.3195	9
1253	M	0.615	0.47	0.15	1.0875	0.4975	0.28300000000000003	0.2685	9
1257	I	0.28	0.12	0.075	0.11699999999999999	0.0455	0.028999999999999998	0.0345	4
1258	I	0.4	0.31	0.1	0.2875	0.1145	0.0635	0.095	10
1260	F	0.585	0.465	0.17	0.9915	0.3865	0.22399999999999998	0.265	12
1263	M	0.615	0.505	0.165	1.34	0.5315	0.2815	0.41	12
1265	F	0.69	0.55	0.2	1.569	0.687	0.3675	0.46	12
1272	I	0.325	0.245	0.07	0.161	0.0755	0.0255	0.045	6
1274	M	0.67	0.535	0.19	1.669	0.7465	0.2935	0.508	11
1278	M	0.58	0.45	0.145	1.0025	0.547	0.1975	0.2295	8
1279	I	0.415	0.31	0.095	0.311	0.1125	0.0625	0.115	8
1286	I	0.48	0.355	0.125	0.494	0.2385	0.0835	0.15	9
1289	M	0.58	0.47	0.165	1.041	0.54	0.166	0.27899999999999997	9
1291	F	0.47	0.36	0.12	0.4775	0.2105	0.1055	0.15	10
1294	F	0.7	0.585	0.185	1.8075	0.7055	0.3215	0.475	29
1295	F	0.545	0.415	0.16	0.7715	0.272	0.1455	0.2765	10
1297	F	0.55	0.43	0.155	0.785	0.289	0.22699999999999998	0.233	11
1298	I	0.38	0.275	0.095	0.2505	0.0945	0.0655	0.075	6
1301	F	0.625	0.515	0.16	1.264	0.5715	0.326	0.321	9
1302	I	0.39	0.3	0.095	0.3265	0.1665	0.0575	0.08900000000000001	7
1304	I	0.345	0.255	0.085	0.2005	0.105	0.037000000000000005	0.05	5
1305	F	0.605	0.48	0.175	1.1685	0.4815	0.2305	0.35600000000000004	9
1306	F	0.59	0.465	0.15	1.151	0.613	0.239	0.2515	9
1307	M	0.6	0.495	0.185	1.1145	0.5055	0.2635	0.36700000000000005	11
1308	F	0.63	0.505	0.195	1.306	0.516	0.3305	0.375	9
1309	I	0.46	0.35	0.1	0.47100000000000003	0.252	0.077	0.12300000000000001	8
1312	F	0.59	0.46	0.145	0.9905	0.45299999999999996	0.2205	0.275	8
1314	M	0.47	0.385	0.135	0.5895	0.2765	0.12	0.17	8
1316	I	0.465	0.345	0.105	0.4015	0.242	0.0345	0.109	6
1320	M	0.63	0.47	0.15	1.1355	0.539	0.2325	0.3115	12
1321	F	0.655	0.545	0.185	1.7590000000000001	0.6865	0.313	0.547	11
1322	F	0.62	0.515	0.155	1.3255	0.6685	0.2605	0.335	12
1323	M	0.615	0.525	0.155	1.1375	0.36700000000000005	0.23600000000000002	0.37	20
1325	M	0.49	0.39	0.135	0.5920000000000001	0.242	0.096	0.1835	15
1331	M	0.68	0.52	0.175	1.5430000000000001	0.7525	0.35100000000000003	0.374	11
1333	F	0.595	0.47	0.165	1.0155	0.491	0.1905	0.289	9
1335	M	0.565	0.44	0.155	0.868	0.348	0.217	0.26	11
1337	M	0.505	0.4	0.15	0.775	0.3445	0.157	0.185	7
1339	I	0.46	0.365	0.115	0.511	0.2365	0.11800000000000001	0.12300000000000001	7
1340	M	0.61	0.475	0.15	1.1420000000000001	0.62	0.237	0.245	9
1342	M	0.475	0.355	0.125	0.4625	0.18600000000000003	0.107	0.145	9
1344	M	0.31	0.225	0.075	0.1295	0.0455	0.0335	0.044000000000000004	9
1345	F	0.61	0.495	0.175	1.2635	0.53	0.315	0.3455	10
1346	M	0.44	0.365	0.125	0.516	0.2155	0.114	0.155	10
1348	M	0.78	0.6	0.21	2.548	1.1945	0.5745	0.6745	11
1350	I	0.33	0.255	0.08	0.205	0.0895	0.0395	0.055	7
1352	F	0.56	0.42	0.18	1.6645	0.7755	0.35	0.4525	9
1353	M	0.575	0.475	0.16	1.114	0.4955	0.2745	0.29	9
1356	F	0.52	0.4	0.12	0.6515	0.261	0.2015	0.165	15
1360	M	0.565	0.45	0.155	1.0595	0.4735	0.24	0.265	10
1361	I	0.385	0.28	0.085	0.2175	0.09699999999999999	0.038	0.067	8
1365	F	0.69	0.54	0.155	1.454	0.624	0.3105	0.39	9
1369	I	0.43	0.34	0.0	0.428	0.2065	0.086	0.115	8
1375	I	0.44	0.33	0.135	0.522	0.17	0.0905	0.195	16
1378	I	0.33	0.245	0.065	0.1445	0.057999999999999996	0.032	0.0505	6
1381	F	0.415	0.325	0.105	0.38	0.1595	0.0785	0.12	12
1383	I	0.26	0.205	0.07	0.09699999999999999	0.0415	0.019	0.0305	4
1384	M	0.665	0.515	0.19	1.6385	0.831	0.3575	0.371	11
1389	M	0.625	0.48	0.16	1.1415	0.5795	0.2145	0.29	9
1391	F	0.59	0.445	0.13	1.1325	0.3825	0.23399999999999999	0.32	13
1392	I	0.555	0.425	0.145	0.7905	0.3485	0.1765	0.225	9
1394	I	0.16	0.11	0.025	0.018000000000000002	0.0065	0.0055	0.005	3
1395	F	0.695	0.535	0.175	1.361	0.5465	0.2815	0.465	10
1398	F	0.595	0.465	0.155	1.026	0.4645	0.11199999999999999	0.305	12
1400	F	0.465	0.35	0.115	0.42100000000000004	0.1565	0.091	0.1345	9
1401	F	0.695	0.565	0.19	1.7635	0.7465	0.39899999999999997	0.4975	11
1402	I	0.62	0.45	0.135	0.924	0.358	0.2265	0.2965	10
1404	M	0.575	0.475	0.145	0.857	0.3665	0.17300000000000001	0.26899999999999996	9
1405	I	0.485	0.37	0.1	0.513	0.21899999999999997	0.1075	0.13	7
1406	M	0.415	0.315	0.115	0.3895	0.2015	0.065	0.10300000000000001	9
1407	I	0.56	0.435	0.135	0.72	0.32899999999999996	0.10300000000000001	0.251	11
1408	M	0.6	0.475	0.205	1.176	0.5255	0.2875	0.308	9
1409	I	0.4	0.265	0.1	0.2775	0.1245	0.0605	0.08	9
1413	I	0.485	0.38	0.14	0.6729999999999999	0.2175	0.13	0.195	18
1415	I	0.505	0.385	0.125	0.596	0.245	0.09699999999999999	0.21	9
1416	F	0.635	0.485	0.165	1.2695	0.5635	0.3065	0.3395	11
1417	F	0.515	0.395	0.14	0.6859999999999999	0.281	0.1255	0.22	12
1421	M	0.61	0.45	0.19	1.0805	0.517	0.2495	0.2935	10
1425	I	0.61	0.48	0.165	1.097	0.4215	0.264	0.335	13
1429	M	0.505	0.4	0.155	0.8415	0.2715	0.1775	0.285	12
1433	I	0.36	0.27	0.09	0.2075	0.098	0.039	0.062	6
1434	M	0.55	0.42	0.17	0.8465	0.336	0.2405	0.245	13
1435	M	0.72	0.6	0.235	2.2385	0.9840000000000001	0.41100000000000003	0.621	12
1437	M	0.615	0.47	0.165	1.128	0.4465	0.2195	0.34	10
1438	F	0.69	0.56	0.215	1.719	0.68	0.299	0.47	17
1439	F	0.585	0.445	0.14	0.9129999999999999	0.4305	0.2205	0.253	10
1440	F	0.63	0.505	0.165	1.065	0.4595	0.21600000000000003	0.315	12
1441	F	0.485	0.38	0.15	0.605	0.2155	0.14	0.18	15
1442	I	0.53	0.405	0.13	0.6615	0.2945	0.1395	0.19	9
1443	M	0.58	0.45	0.14	1.013	0.38	0.21600000000000003	0.36	14
1445	I	0.61	0.465	0.15	0.9605	0.4495	0.1725	0.28600000000000003	9
1447	F	0.65	0.545	0.185	1.5055	0.6565	0.341	0.43	10
1453	F	0.645	0.51	0.19	1.3630000000000002	0.573	0.36200000000000004	0.36	10
1455	M	0.555	0.435	0.135	0.858	0.377	0.1585	0.29	15
1456	M	0.59	0.49	0.165	1.207	0.5589999999999999	0.235	0.309	10
1459	M	0.505	0.395	0.135	0.5915	0.28800000000000003	0.1315	0.185	12
1461	M	0.525	0.425	0.125	0.812	0.4035	0.1705	0.195	8
1466	F	0.565	0.45	0.165	0.887	0.37	0.239	0.249	11
1468	M	0.45	0.355	0.115	0.479	0.2125	0.1045	0.15	8
1469	M	0.495	0.38	0.12	0.474	0.19699999999999998	0.1065	0.1545	10
1470	F	0.53	0.415	0.15	0.7775	0.237	0.1415	0.33	20
1472	I	0.275	0.205	0.065	0.10099999999999999	0.040999999999999995	0.021	0.034	5
1479	M	0.52	0.465	0.15	0.9505	0.456	0.19899999999999998	0.255	8
1480	M	0.465	0.36	0.115	0.5795	0.295	0.1395	0.12	7
1481	I	0.325	0.245	0.075	0.1495	0.0605	0.033	0.045	5
1483	M	0.575	0.455	0.185	1.156	0.5525	0.243	0.295	13
1484	I	0.44	0.325	0.09	0.35	0.14800000000000002	0.067	0.105	7
1485	M	0.5	0.4	0.13	0.7715	0.37	0.16	0.21100000000000002	8
1486	F	0.395	0.3	0.105	0.3375	0.1435	0.0755	0.098	12
1488	M	0.48	0.36	0.1	0.439	0.19399999999999998	0.099	0.115	8
1492	I	0.335	0.26	0.1	0.192	0.0785	0.0585	0.07	8
1497	F	0.655	0.515	0.17	1.527	0.8485	0.2635	0.331	11
1498	I	0.595	0.475	0.155	0.9840000000000001	0.4865	0.184	0.2755	10
1500	I	0.58	0.445	0.125	0.7095	0.303	0.1405	0.235	9
1502	F	0.64	0.48	0.195	1.1435	0.4915	0.2345	0.353	9
1506	I	0.505	0.385	0.12	0.6005	0.239	0.142	0.185	7
1508	I	0.49	0.365	0.125	0.5585	0.252	0.126	0.1615	10
1510	M	0.58	0.455	0.15	1.114	0.4765	0.2155	0.265	8
1512	I	0.52	0.39	0.13	0.5545	0.2355	0.1095	0.1895	7
1514	F	0.63	0.48	0.175	1.3675	0.5015	0.3035	0.515	17
1516	F	0.555	0.405	0.12	0.9129999999999999	0.4585	0.196	0.2065	9
1517	F	0.645	0.49	0.16	1.1665	0.4935	0.3155	0.299	9
1518	I	0.365	0.26	0.115	0.218	0.0935	0.0445	0.07	9
1520	F	0.6	0.475	0.155	1.21	0.653	0.1695	0.3205	10
1522	M	0.68	0.535	0.185	1.607	0.7245	0.3215	0.498	12
1524	I	0.35	0.26	0.09	0.1765	0.07200000000000001	0.0355	0.0575	7
1527	F	0.655	0.54	0.175	1.5585	0.7285	0.402	0.385	11
1528	I	0.66	0.525	0.18	1.6935	0.6025	0.4005	0.42	15
1531	F	0.44	0.34	0.13	0.4195	0.153	0.1155	0.13	10
1532	F	0.35	0.275	0.065	0.205	0.0745	0.0465	0.07	10
