age,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,marital_1,marital_2,marital_3,education_1,education_2,education_3,education_4,housing_1,housing_2,loan_1,loan_2,contact_1,contact_2,contact_3,day,month,duration,campaign,previous,poutcome_1,poutcome_2,poutcome_3,poutcome_4,y
34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,6.0,0.024166666666666666,4,0,1,0,0,0,0
26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,28,5.0,0.19805555555555557,1,0,1,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,26,5.0,0.0475,1,0,1,0,0,0,0
37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,9.0,0.04,2,6,0,1,0,0,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,23,5.0,0.005555555555555556,17,0,1,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,6,5.0,0.14527777777777778,2,2,0,1,0,0,0
26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,29,1.0,0.10916666666666666,2,0,1,0,0,0,0
57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,14,5.0,0.04805555555555555,11,0,1,0,0,0,0
52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,7,5.0,0.19111111111111112,2,0,1,0,0,0,0
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,26,5.0,0.07166666666666667,1,0,1,0,0,0,0
44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,28,8.0,0.011944444444444445,1,0,1,0,0,0,0
39,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,30,4.0,0.14166666666666666,1,0,1,0,0,0,1
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,21,8.0,0.03805555555555556,4,0,1,0,0,0,0
40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,14,5.0,0.035277777777777776,3,0,1,0,0,0,0
41,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,8,8.0,0.0811111111111111,2,0,1,0,0,0,0
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,18,11.0,0.03277777777777778,2,1,0,1,0,0,0
52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,18,11.0,0.017222222222222222,2,1,0,1,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,14,5.0,0.3136111111111111,1,0,1,0,0,0,1
56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,6,5.0,0.008611111111111111,3,0,1,0,0,0,0
28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,28,5.0,0.05583333333333333,1,0,1,0,0,0,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,28,5.0,0.014722222222222222,1,0,1,0,0,0,0
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,5.0,0.03805555555555556,1,1,0,1,0,0,0
23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5,6.0,0.0225,2,0,1,0,0,0,0
31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,18,8.0,0.19694444444444445,3,0,1,0,0,0,0
58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,20,6.0,0.0225,2,0,1,0,0,0,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,26,8.0,0.12611111111111112,2,0,1,0,0,0,0
49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,11,8.0,0.04583333333333333,6,0,1,0,0,0,0
63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,7,10.0,0.020277777777777777,2,0,1,0,0,0,0
37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,18,11.0,0.2361111111111111,2,0,1,0,0,0,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,7,5.0,0.06138888888888889,2,0,1,0,0,0,0
38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,15,7.0,0.04055555555555555,4,0,1,0,0,0,0
59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,7,5.0,0.07972222222222222,2,0,1,0,0,0,0
53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,14,5.0,0.029444444444444443,1,0,1,0,0,0,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,21,5.0,0.06944444444444445,4,0,1,0,0,0,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,14,5.0,0.013055555555555556,4,0,1,0,0,0,0
47,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,21,11.0,0.0022222222222222222,5,1,0,1,0,0,0
40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,2.0,0.04833333333333333,1,0,1,0,0,0,0
56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,20,4.0,0.06916666666666667,1,0,1,0,0,0,0
59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,23,4.0,0.04777777777777778,1,0,1,0,0,0,1
26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,22,4.0,0.11305555555555556,2,0,1,0,0,0,1
32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,21,11.0,0.05611111111111111,1,0,1,0,0,0,0
41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,20,4.0,0.05138888888888889,2,2,0,1,0,0,0
50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,7,5.0,0.1836111111111111,1,11,0,0,0,1,1
53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,5,5.0,0.034444444444444444,1,0,1,0,0,0,0
40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,17,11.0,0.01888888888888889,2,1,0,1,0,0,0
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,11,8.0,0.07277777777777777,4,0,1,0,0,0,0
46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,15,5.0,0.05555555555555555,3,0,1,0,0,0,0
46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,17,9.0,0.09333333333333334,2,2,0,0,1,0,1
32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,13,8.0,0.0625,2,0,1,0,0,0,0
37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,23,10.0,0.025833333333333333,1,0,1,0,0,0,0
52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,4,2.0,0.06444444444444444,1,0,1,0,0,0,0
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,20,11.0,0.4175,2,0,1,0,0,0,1
37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,13,5.0,0.03194444444444444,1,0,1,0,0,0,0
31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,17,4.0,0.065,2,0,1,0,0,0,0
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,9,6.0,0.09361111111111112,3,0,1,0,0,0,0
42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,14,5.0,0.030555555555555555,1,0,1,0,0,0,0
55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,15,5.0,0.024444444444444446,2,0,1,0,0,0,0
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,6.0,0.03666666666666667,5,0,1,0,0,0,0
50,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,30,5.0,0.2461111111111111,3,0,1,0,0,0,1
59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,19,6.0,0.23166666666666666,1,0,1,0,0,0,1
51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,28,1.0,0.1,2,0,1,0,0,0,0
33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,5,8.0,0.3080555555555556,2,0,1,0,0,0,1
38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,2.0,0.02388888888888889,1,5,0,0,0,1,0
58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,7,8.0,0.11055555555555556,2,0,1,0,0,0,0
38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,3,6.0,0.021666666666666667,2,2,0,1,0,0,0
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,25,7.0,0.08888888888888889,3,0,1,0,0,0,0
33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,18,2.0,0.06666666666666667,1,9,0,1,0,0,0
60,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,19,6.0,0.14583333333333334,1,0,1,0,0,0,0
27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,18,6.0,0.18888888888888888,2,0,1,0,0,0,0
48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,23,7.0,0.025,2,0,1,0,0,0,0
47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,5,5.0,0.050833333333333335,1,2,0,1,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,15,5.0,0.06722222222222222,2,0,1,0,0,0,0
36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,27,5.0,0.024444444444444446,2,0,1,0,0,0,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,28,1.0,0.08861111111111111,1,0,1,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,23,5.0,0.08138888888888889,2,0,1,0,0,0,0
45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,13,8.0,0.06638888888888889,2,0,1,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,6,3.0,0.07388888888888889,1,0,1,0,0,0,1
35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,30,5.0,0.09083333333333334,1,0,1,0,0,0,0
47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,5,6.0,0.01861111111111111,12,0,1,0,0,0,0
39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,20,11.0,0.045,3,0,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,28,8.0,0.03972222222222222,1,0,1,0,0,0,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,9,5.0,0.13555555555555557,2,0,1,0,0,0,0
50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,19,6.0,0.04638888888888889,1,0,1,0,0,0,0
56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,14,5.0,0.03138888888888889,2,0,1,0,0,0,0
41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3,4.0,0.33416666666666667,2,2,0,1,0,0,1
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,19,11.0,0.1938888888888889,1,0,1,0,0,0,0
25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,9,6.0,0.02722222222222222,3,0,1,0,0,0,0
46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,27,5.0,0.029444444444444443,1,0,1,0,0,0,0
47,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,7,5.0,0.04555555555555556,1,0,1,0,0,0,0
32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,19,8.0,0.04861111111111111,6,0,1,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,7,5.0,0.08166666666666667,1,0,1,0,0,0,0
46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,28,5.0,0.02666666666666667,1,0,1,0,0,0,0
27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,28,5.0,0.07388888888888889,2,0,1,0,0,0,0
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,27,5.0,0.06555555555555556,1,0,1,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,9,7.0,0.04888888888888889,1,0,1,0,0,0,0
39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,2.0,0.04083333333333333,2,3,0,0,0,1,0
32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,8,5.0,0.03722222222222222,1,0,1,0,0,0,0
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,27,5.0,0.024444444444444446,2,0,1,0,0,0,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,8,5.0,0.028055555555555556,2,0,1,0,0,0,0
32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,23,5.0,0.021111111111111112,2,0,1,0,0,0,0
29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,28,5.0,0.05416666666666667,1,0,1,0,0,0,0
33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,21,11.0,0.18166666666666667,1,0,1,0,0,0,1
45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,28,1.0,0.07777777777777778,1,0,1,0,0,0,0
46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,9,6.0,0.020555555555555556,2,0,1,0,0,0,0
26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,3,6.0,0.0525,1,0,1,0,0,0,0
62,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,16,11.0,0.1238888888888889,13,1,0,0,0,1,0
30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,7,5.0,0.17055555555555554,2,0,1,0,0,0,0
58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,14,7.0,0.1786111111111111,2,0,1,0,0,0,0
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,15,7.0,0.030555555555555555,2,0,1,0,0,0,0
26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,27,5.0,0.042777777777777776,1,0,1,0,0,0,0
42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,6,8.0,0.025555555555555557,6,0,1,0,0,0,0
45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,21,11.0,0.04805555555555555,1,1,0,1,0,0,0
30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,13,5.0,0.043611111111111114,4,0,1,0,0,0,0
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,6,6.0,0.02361111111111111,4,0,1,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,30,6.0,0.0763888888888889,2,1,0,1,0,0,1
59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,11,2.0,0.07444444444444444,1,7,0,0,1,0,1
30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,23,5.0,0.12944444444444445,2,0,1,0,0,0,0
62,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,26,2.0,0.10027777777777777,1,0,1,0,0,0,1
40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,6,5.0,0.08944444444444444,2,0,1,0,0,0,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,5,5.0,0.09222222222222222,1,0,1,0,0,0,0
54,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,24,7.0,0.12444444444444444,1,0,1,0,0,0,0
58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,17,11.0,0.060833333333333336,1,2,0,1,0,0,0
56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,4,8.0,0.105,2,0,1,0,0,0,0
33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,25,8.0,0.10833333333333334,7,0,1,0,0,0,0
32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,14,5.0,0.015,11,0,1,0,0,0,0
55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,5,6.0,0.06861111111111111,1,0,1,0,0,0,0
35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,13,8.0,0.09888888888888889,1,0,1,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,14,5.0,0.03611111111111111,2,0,1,0,0,0,0
53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,29,1.0,0.04388888888888889,2,1,0,1,0,0,0
55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,20,11.0,0.03944444444444444,2,2,0,1,0,0,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,6,5.0,0.050555555555555555,1,8,0,1,0,0,0
32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,28,8.0,0.004722222222222222,19,0,1,0,0,0,0
51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,14,8.0,0.0125,5,0,1,0,0,0,0
35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,9,4.0,0.059444444444444446,1,0,1,0,0,0,1
29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,18,5.0,0.03305555555555555,1,0,1,0,0,0,0
42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,5,5.0,0.013333333333333334,1,0,1,0,0,0,0
31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,11,8.0,0.050555555555555555,2,0,1,0,0,0,0
29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,28,1.0,0.019444444444444445,1,0,1,0,0,0,0
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,13,5.0,0.024444444444444446,2,0,1,0,0,0,0
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,5,2.0,0.035555555555555556,1,0,1,0,0,0,0
57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,17,11.0,0.2972222222222222,1,0,1,0,0,0,0
52,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,29,1.0,0.03916666666666667,1,0,1,0,0,0,0
37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,20,4.0,0.01638888888888889,3,1,0,0,0,1,0
32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8,5.0,0.0661111111111111,6,3,0,1,0,0,0
30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,26,5.0,0.041666666666666664,2,0,1,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,15,7.0,0.026111111111111113,4,0,1,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,9,7.0,0.034444444444444444,1,0,1,0,0,0,0
53,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,28,1.0,0.013333333333333334,1,5,0,1,0,0,0
35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,28,8.0,0.010833333333333334,8,0,1,0,0,0,0
54,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,18,8.0,0.03722222222222222,6,0,1,0,0,0,0
32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,20,8.0,0.026111111111111113,4,0,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,18,11.0,0.03833333333333333,1,0,1,0,0,0,0
30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,19,11.0,0.14194444444444446,1,0,1,0,0,0,1
47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,5,5.0,0.05277777777777778,1,0,1,0,0,0,0
59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,12,5.0,0.10277777777777777,2,0,1,0,0,0,0
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,5,5.0,0.08083333333333333,1,0,1,0,0,0,0
53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,19,11.0,0.15583333333333332,1,0,1,0,0,0,1
38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,11,7.0,0.2475,2,0,1,0,0,0,0
47,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,13,5.0,0.035833333333333335,1,0,1,0,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,14,5.0,0.13666666666666666,1,2,0,1,0,0,1
28,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,24,7.0,0.010555555555555556,1,0,1,0,0,0,0
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,28,8.0,0.0077777777777777776,16,0,1,0,0,0,0
28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,4,5.0,0.04833333333333333,1,0,1,0,0,0,0
28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,13,5.0,0.018333333333333333,1,0,1,0,0,0,0
34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8,5.0,0.06888888888888889,1,9,0,1,0,0,0
36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,13,5.0,0.04833333333333333,1,2,0,0,0,1,0
58,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,16,6.0,0.16111111111111112,3,0,1,0,0,0,0
